,Date,Open,High,Low,Close,Adj Close,Volume,%K,%D,RSI,ADX,EMA_8,EMA_21,EMA_34,EMA_55,EMA_89,SMA_50,SMA_100,SMA_200,ATR,UpperBand1,LowerBand1,UpperBand2,LowerBand2,UpperBand3,LowerBand3,date
16,2022-01-26,4408.43017578125,4453.22998046875,4304.7998046875,4349.93017578125,4349.93017578125,5570640000,28.769999779312784,30.02202224937392,5.908034803290363,,4452.91,4535.92,4560.17,4575.47,4584.94,,,,,,,,,,,19018.0
17,2022-01-27,4380.580078125,4428.740234375,4309.5,4326.509765625,4326.509765625,5214200000,25.36243804401468,26.598161413514365,3.142714757007724,,4424.51,4512.71,4539.73,4556.96,4567.68,,,,,,,,,,,19019.0
18,2022-01-28,4336.18994140625,4432.72021484375,4292.4599609375,4431.85009765625,4431.85009765625,5031090000,53.796351164051984,35.97626299579315,81.41109502419815,,4426.16,4503.92,4530.57,4548.0,4559.0,,,,,,,,,,,19020.0
19,2022-01-31,4431.7900390625,4516.89013671875,4414.02001953125,4515.5498046875,4515.5498046875,5098610000,77.19040909938947,52.116399435818714,91.86175865600944,,4446.15,4505.16,4529.33,4545.76,4556.33,,,,,,,,,,,19023.0
20,2022-02-01,4519.56982421875,4550.490234375,4483.52978515625,4546.5400390625,4546.5400390625,4816830000,98.79519507712835,76.59398511352327,94.25392848158536,,4468.58,4509.51,4530.72,4545.81,4555.75,,,,,,,,,,,19024.0
21,2022-02-02,4566.39013671875,4595.31005859375,4544.31982421875,4589.3798828125,4589.3798828125,4481580000,98.40881786106864,91.46480734586214,96.83005171099651,,4495.53,4517.79,4535.34,4548.64,4557.67,,,,92.60858444940476,4610.4,4425.18,4703.01,4332.57,4795.62,4239.96,19025.0
22,2022-02-03,4535.41015625,4542.8798828125,4470.39013671875,4477.43994140625,4477.43994140625,4401970000,61.755339879656646,86.31978427261788,28.96546052979039,,4491.5,4513.66,4530.87,4544.15,4553.25,,,,93.86483024199262,4607.52,4419.8,4701.39,4325.93,4795.25,4232.07,19026.0
23,2022-02-04,4482.7900390625,4539.66015625,4451.5,4500.52978515625,4500.52978515625,4706290000,68.70389867099189,76.28935213723905,44.897469194659905,,4493.51,4512.33,4528.58,4541.47,4550.44,,,,93.59317909951679,4605.92,4418.74,4699.52,4325.14,4793.11,4231.55,19027.0
24,2022-02-07,4505.75,4521.85986328125,4471.47021484375,4483.8701171875,4483.8701171875,4228480000,63.202936941846424,64.55405849749832,33.91942853985135,,4491.36,4509.48,4525.27,4538.03,4547.0,,,,91.53586811561122,4601.02,4417.94,4692.55,4326.41,4784.09,4234.87,19030.0
25,2022-02-08,4480.02001953125,4531.31982421875,4465.39990234375,4521.5400390625,4521.5400390625,4459620000,75.6414080424096,69.18274788508263,68.61915233484913,49.75520560160415,4498.08,4510.68,4524.99,4537.07,4545.72,,,,90.31606115177259,4601.0,4420.36,4691.31,4330.05,4781.63,4239.73,19031.0
26,2022-02-09,4547.0,4590.02978515625,4547.0,4587.18017578125,4587.18017578125,4524350000,95.51553805463233,78.11996101296279,88.91145851492037,47.28237216088799,4517.9,4518.21,4529.46,4539.93,4547.74,,,,89.27671281567628,4607.49,4428.93,4696.76,4339.66,4786.04,4250.38,19032.0
27,2022-02-10,4553.240234375,4588.919921875,4484.31005859375,4504.080078125,4504.080078125,5314860000,36.56217001728218,69.23970537144137,33.71303664469845,45.72303765036882,4514.83,4516.83,4527.66,4537.92,4545.67,,,,90.00686283784646,4606.84,4426.82,4696.84,4336.82,4786.85,4246.81,19033.0
28,2022-02-11,4506.27001953125,4526.330078125,4401.41015625,4418.64013671875,4418.64013671875,5251500000,8.886018126096996,46.9879087326705,14.80843570345067,45.07258040505734,4493.44,4507.3,4520.05,4531.39,4539.77,,,,91.66938945866329,4598.97,4415.63,4690.64,4323.96,4782.31,4232.29,19034.0
29,2022-02-14,4412.60986328125,4426.22021484375,4364.83984375,4401.669921875,4401.669921875,4600390000,16.355116882666326,20.6011016753485,12.110720917762364,44.77581731940805,4473.03,4497.11,4511.89,4524.41,4533.51,,,,90.22705525081028,4587.34,4406.88,4677.56,4316.66,4767.79,4226.43,19037.0
30,2022-02-15,4429.27978515625,4472.77001953125,4429.27978515625,4471.06982421875,4471.06982421875,4430830000,47.173501536246526,24.138212181669946,64.70320262180064,43.63455507360951,4472.6,4494.62,4509.11,4521.59,4530.75,,,,89.31624774630741,4583.94,4405.3,4673.25,4315.99,4762.57,4226.67,19038.0
31,2022-02-16,4455.75,4489.5498046875,4429.68017578125,4475.009765625,4475.009765625,4283640000,48.92310961449644,37.483909344469765,66.94881937404608,42.27885044551925,4473.13,4492.75,4506.81,4519.17,4528.33,,,,87.91402780154277,4580.66,4404.84,4668.58,4316.92,4756.49,4229.01,19039.0
32,2022-02-17,4456.06005859375,4456.06005859375,4373.81005859375,4380.259765625,4380.259765625,4539420000,6.8475180457469715,34.314709732163315,16.489903856596925,41.58714589252869,4452.49,4482.06,4498.37,4512.08,4522.05,,,,88.54667919343359,4570.61,4393.51,4659.15,4304.97,4747.7,4216.42,19040.0
33,2022-02-18,4384.56982421875,4394.60009765625,4327.22021484375,4348.8701171875,4348.8701171875,4708060000,8.237866801428376,21.33616482055726,10.99780594993453,41.36736398659809,4429.46,4469.46,4488.49,4503.86,4514.85,,,,87.53873650862722,4557.0,4381.92,4644.54,4294.38,4732.08,4206.84,19041.0
34,2022-02-22,4332.740234375,4362.1201171875,4267.10986328125,4304.759765625,4304.759765625,5121900000,11.699417509904153,8.928267452359833,5.68050553443976,41.64695998848641,4401.74,4453.93,4476.46,4493.98,4506.27,,,,87.89452305137117,4541.82,4366.04,4629.72,4278.14,4717.61,4190.25,19045.0
35,2022-02-23,4324.93017578125,4341.509765625,4221.509765625,4225.5,4225.5,4797430000,1.3090447753543326,7.082109695562287,2.075062653819444,42.23334598003509,4362.57,4432.47,4460.16,4480.85,4495.03,,,,89.42335528702016,4521.89,4343.05,4611.32,4253.62,4700.74,4164.2,19046.0
36,2022-02-24,4155.77001953125,4294.72998046875,4114.64990234375,4288.7001953125,4288.7001953125,6752130000,46.42580376272312,19.81142201599387,51.33444405431442,43.416871770067395,4346.16,4419.01,4449.11,4471.57,4486.9,,,,93.74034208882873,4512.75,4325.27,4606.49,4231.53,4700.23,4137.79,19047.0
37,2022-02-25,4298.3798828125,4385.33984375,4286.830078125,4384.64990234375,4384.64990234375,5177060000,72.01922388137459,39.91802413981735,80.7447633668619,42.91705928503765,4354.71,4415.8,4444.98,4467.43,4482.95,,,,93.96745749531307,4509.77,4321.83,4603.73,4227.87,4697.7,4133.9,19048.0
38,2022-02-28,4354.169921875,4388.83984375,4315.1201171875,4373.93994140625,4373.93994140625,6071370000,69.16247175352797,62.53583313254189,71.14624376352353,42.39812945262213,4358.98,4411.9,4440.47,4463.02,4478.8,,,,93.00327983184577,4504.9,4318.9,4597.91,4225.89,4690.91,4132.89,19051.0
39,2022-03-01,4363.14013671875,4378.4501953125,4279.5400390625,4306.259765625,4306.259765625,5846230000,56.123070674248574,65.76825543638371,28.430892968568855,42.197873596049774,4347.27,4402.08,4431.99,4455.72,4472.33,,,,93.28455966128169,4495.36,4308.8,4588.65,4215.51,4681.93,4122.23,19052.0
40,2022-03-02,4322.56005859375,4401.47998046875,4322.56005859375,4386.5400390625,4386.5400390625,5337870000,94.79136166474869,73.35896803084175,70.47875949350157,41.60131481913424,4355.99,4400.64,4429.14,4452.53,4469.17,,,,93.37673371758972,4494.02,4307.26,4587.39,4213.89,4680.77,4120.51,19053.0
41,2022-03-03,4401.31005859375,4416.77978515625,4345.56005859375,4363.490234375,4363.490234375,5039890000,82.36203903924287,77.75882379274672,52.69951240132302,40.7733211786131,4357.66,4397.2,4425.04,4448.47,4465.32,,,,92.32163813877592,4489.52,4304.88,4581.84,4212.56,4674.16,4120.24,19054.0
42,2022-03-04,4342.1201171875,4342.1201171875,4284.97998046875,4328.8701171875,4328.8701171875,5797380000,70.90335217741232,82.6855842938013,29.980624494520285,40.55785524336561,4351.26,4390.88,4419.07,4443.06,4460.43,,,,91.6639531753223,4482.54,4299.22,4574.21,4207.55,4665.87,4115.89,19055.0
43,2022-03-07,4327.009765625,4327.009765625,4199.85009765625,4201.08984375,4201.08984375,6940470000,28.61019261040594,60.625194609020376,7.168395712625568,41.00658401759632,4317.89,4373.36,4405.6,4432.24,4451.25,,,,93.44281347798554,4466.8,4279.92,4560.25,4186.47,4653.69,4093.03,19058.0
44,2022-03-08,4202.66015625,4276.93994140625,4157.8701171875,4170.7001953125,4170.7001953125,7243120000,4.955426433341443,34.82299040705323,5.263428098983127,41.699593690656506,4285.18,4354.68,4391.16,4420.64,4441.45,,,,94.66314732278384,4449.34,4260.02,4544.01,4165.35,4638.67,4070.69,19059.0
45,2022-03-09,4223.10009765625,4299.39990234375,4223.10009765625,4277.8798828125,4277.8798828125,5662670000,46.35198313238924,26.639200725378874,67.04226802534802,41.90415609767888,4283.56,4347.61,4384.22,4414.36,4435.81,,,,96.28393588032985,4443.89,4251.33,4540.18,4155.04,4636.46,4058.76,19060.0
46,2022-03-10,4252.5498046875,4268.27978515625,4209.7998046875,4259.52001953125,4259.52001953125,4980830000,39.26075960825804,30.189389724662913,54.799361496650704,42.194075740113426,4278.22,4339.51,4376.62,4407.61,4429.8,,,,94.94089503483795,4434.45,4244.57,4529.39,4149.63,4624.33,4054.69,19061.0
47,2022-03-11,4279.5,4291.009765625,4200.490234375,4204.31005859375,4204.31005859375,4938640000,17.936735144187523,34.516492628278264,26.116300843822827,41.99221477945754,4261.79,4327.09,4366.15,4398.81,4422.21,,,,94.73035390222661,4421.82,4232.36,4516.55,4137.63,4611.28,4042.9,19062.0
48,2022-03-14,4202.75,4247.56982421875,4161.72021484375,4173.10986328125,4173.10986328125,5574920000,5.886124768268373,21.02787317357131,16.40895102577332,42.13989608581716,4242.09,4312.96,4354.47,4389.12,4413.92,,,,94.30746130569202,4407.27,4218.65,4501.57,4124.35,4595.88,4030.04,19065.0
49,2022-03-15,4188.81982421875,4271.0498046875,4187.89990234375,4262.4501953125,4262.4501953125,5392470000,56.75987957937585,26.860913163943916,73.28228030332718,41.777830120721404,4246.61,4308.33,4348.91,4383.72,4408.93,4453.88,,,94.48043654857572,4402.81,4213.85,4497.29,4119.37,4591.77,4024.89,19066.0
50,2022-03-16,4288.14013671875,4358.89990234375,4251.990234375,4357.85986328125,4357.85986328125,6309750000,99.48264429487817,54.0428828808408,89.10900805172177,39.812168537641355,4271.33,4312.87,4349.45,4382.63,4407.27,4445.11,,,95.07230471144116,4407.94,4217.8,4503.01,4122.73,4598.09,4027.65,19067.0
51,2022-03-17,4345.10986328125,4412.669921875,4335.64990234375,4411.669921875,4411.669921875,4985090000,99.60753502098385,85.28335296507929,93.4713289253657,37.16780640265152,4302.52,4321.91,4353.18,4383.85,4407.41,4437.47,,,94.21267208381302,4416.12,4227.7,4510.34,4133.48,4604.55,4039.27,19068.0
52,2022-03-18,4407.33984375,4465.39990234375,4390.56982421875,4463.1201171875,4463.1201171875,8278430000,99.24927966864759,99.44648632816988,96.30303830567316,34.618665732581945,4338.21,4334.83,4359.76,4387.16,4409.19,4432.72,,,93.28969141910764,4428.12,4241.54,4521.41,4148.25,4614.7,4054.96,19069.0
53,2022-03-21,4462.39990234375,4481.75,4424.2998046875,4461.18017578125,4461.18017578125,4869820000,93.57252819180344,97.47644762714496,93.25291166017463,32.48169946973717,4365.54,4346.39,4365.8,4390.24,4410.83,4428.03,,,91.58304874736442,4437.97,4254.81,4529.56,4163.22,4621.14,4071.64,19072.0
54,2022-03-22,4469.10009765625,4522.0,4469.10009765625,4511.60986328125,4511.60986328125,4754840000,97.11609222975308,96.6459666967347,97.45072173758939,31.028022935556326,4398.0,4361.49,4374.48,4395.25,4413.99,4424.72,,,90.11813329362087,4451.61,4271.37,4541.73,4181.25,4631.84,4091.14,19073.0
55,2022-03-23,4493.10009765625,4501.06982421875,4455.81005859375,4456.240234375,4456.240234375,4550670000,81.7475838683315,90.81206809662933,41.18407482045231,29.465577786912963,4410.94,4370.14,4379.33,4397.75,4415.3,4420.44,,,88.48392716951987,4458.62,4281.66,4547.11,4193.17,4635.59,4104.69,19074.0
56,2022-03-24,4469.97998046875,4520.580078125,4465.169921875,4520.16015625,4520.16015625,4131390000,99.44931361501935,92.77099657103464,74.79058318057875,28.288441105153133,4435.21,4383.84,4387.67,4402.76,4418.53,4416.58,,,87.33420891144749,4471.17,4296.51,4558.51,4209.17,4645.84,4121.84,19075.0
57,2022-03-25,4522.91015625,4546.02978515625,4501.06982421875,4543.06005859375,4543.06005859375,4305020000,98.99002479271596,93.39564075868894,82.1134654970634,27.543408591956293,4459.18,4398.37,4396.85,4408.46,4422.32,4412.91,,,85.31638757935475,4483.69,4313.05,4569.0,4227.74,4654.32,4142.42,19076.0
58,2022-03-28,4541.08984375,4575.64990234375,4517.68994140625,4575.52001953125,4575.52001953125,4312260000,99.94588216145833,99.4617401897312,90.1910971709951,27.239057554185003,4485.03,4414.54,4407.39,4415.21,4426.96,4411.24,,,84.01370059640928,4498.55,4330.53,4582.57,4246.51,4666.58,4162.5,19079.0
59,2022-03-29,4602.85986328125,4637.2998046875,4589.66015625,4631.60009765625,4631.60009765625,5085910000,97.68990091093859,98.87526928837094,96.16906319455312,27.67117250217623,4517.6,4434.33,4420.59,4423.93,4433.1,4410.62,,,82.95494271830646,4517.28,4351.38,4600.24,4268.42,4683.19,4185.47,19080.0
60,2022-03-30,4624.2001953125,4627.77001953125,4581.31982421875,4602.4501953125,4602.4501953125,4385570000,83.63868104460094,93.75815470566596,58.870651309380484,27.891523680038624,4536.46,4449.66,4431.27,4431.08,4438.15,4411.12,,,81.39900608588711,4531.06,4368.26,4612.46,4286.86,4693.86,4205.46,19081.0
61,2022-03-31,4599.02001953125,4603.06982421875,4530.41015625,4530.41015625,4530.41015625,4823020000,41.10430438186558,74.1442954458017,20.18192677817879,27.055130861047246,4535.11,4457.02,4437.09,4435.04,4440.87,4411.08,,,80.9828471279282,4538.0,4376.04,4618.99,4295.05,4699.97,4214.07,19082.0
62,2022-04-01,4540.31982421875,4548.7001953125,4507.56982421875,4545.85986328125,4545.85986328125,4562940000,49.617020589683364,58.1200020053833,37.733508850650196,25.851745008924233,4537.5,4465.12,4443.46,4439.45,4443.95,4412.34,,,79.08511017391972,4544.21,4386.03,4623.29,4306.95,4702.38,4227.86,19083.0
63,2022-04-04,4547.97021484375,4583.5,4539.2099609375,4582.64013671875,4582.64013671875,4547350000,68.24510243332331,52.98880913495742,69.58133809325012,25.240401876996124,4547.53,4475.83,4451.6,4445.11,4448.0,4416.03,,,77.42820202575687,4553.26,4398.4,4630.69,4320.97,4708.11,4243.55,19086.0
