Date,Open,High,Low,Close,Adj Close,Volume,200SMA,EMA_8,EMA_21
2022-12-29,3805.449951171875,3858.18994140625,3805.449951171875,3849.280029296875,3849.280029296875,3003680000,4010.97,3844.18,3886.74
2022-12-30,3829.06005859375,3839.85009765625,3800.340087890625,3839.5,3839.5,2979870000,4008.38,3843.14,3882.45
2023-01-03,3853.2900390625,3878.4599609375,3794.330078125,3824.139892578125,3824.139892578125,3959140000,4005.44,3838.92,3877.15
2023-01-04,3840.360107421875,3873.159912109375,3815.77001953125,3852.969970703125,3852.969970703125,4414080000,4002.39,3842.04,3874.95
2023-01-05,3839.739990234375,3839.739990234375,3802.419921875,3808.10009765625,3808.10009765625,3893450000,3999.12,3834.5,3868.87
2023-01-06,3823.3701171875,3906.18994140625,3809.56005859375,3895.080078125,3895.080078125,3923560000,3996.04,3847.96,3871.25
2023-01-09,3910.820068359375,3950.570068359375,3890.419921875,3892.090087890625,3892.090087890625,4311770000,3993.22,3857.77,3873.15
2023-01-10,3888.570068359375,3919.830078125,3877.2900390625,3919.25,3919.25,3851030000,3990.21,3871.43,3877.34
2023-01-11,3932.35009765625,3970.070068359375,3928.5400390625,3969.610107421875,3969.610107421875,4303360000,3987.35,3893.25,3885.73
2023-01-12,3977.570068359375,3997.760009765625,3937.56005859375,3983.169921875,3983.169921875,4440260000,3984.39,3913.23,3894.59
2023-01-13,3960.60009765625,4003.949951171875,3947.669921875,3999.090087890625,3999.090087890625,3939700000,3981.22,3932.31,3904.09
2023-01-17,3999.280029296875,4015.389892578125,3984.570068359375,3990.969970703125,3990.969970703125,4235560000,3978.17,3945.35,3911.98
2023-01-18,4002.25,4014.159912109375,3926.590087890625,3928.860107421875,3928.860107421875,4298710000,3975.16,3941.68,3913.52
2023-01-19,3911.840087890625,3922.93994140625,3885.5400390625,3898.85009765625,3898.85009765625,3991500000,3971.92,3932.16,3912.19
